customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,Unnamed: 11,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month_x,preferred_shopping_platform_x,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit_x,engagement_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score,social_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate,purchase_id,preferred_shopping_platform_y,sports_equipment_spending_per_month_y,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit_y
CUST0821,19,Female,Raipur,Chhattisgarh,Tier 3,Athlete,32574,8.02,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,1317,Flipkart,41,Mobile,77.28,No,ENG000821,Rivalry Match,182,59,Video Ad,0.22,13.0,87,89,85,Smart TV,Yes,Medium,87.8,SOC000821,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26,PUR000821,Amazon,3470,5,4570,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0822,24,Female,Tiruchirappalli,Tamil Nadu,Tier 3,Coach,54777,7.39,Sunrisers Hyderabad,Rishabh Pant,4,TV,Yes,1438,Local Store,36,Mobile,49.4,Yes,ENG000822,League Match,153,47,Influencer Promotion,0.18,10.3,72,73,70,Mobile,Yes,Medium,72.0,SOC000822,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12,PUR000822,Flipkart,1930,2,2430,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0823,49,Female,Bengaluru,Karnataka,Tier 1,Working Professional,64523,7.6,Chennai Super Kings,Virat Kohli,6,TV,No,1761,Amazon,28,Smart TV,83.21,Yes,ENG000823,Finals,244,80,Short Reel,0.35,26.3,99,99,98,Mobile,Yes,High,100.0,SOC000823,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.3,PUR000823,Brand Website,6970,10,9170,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0824,55,Male,Patna,Bihar,Tier 2,Coach,15000,9.61,Royal Challengers Bengaluru,Yuzvendra Chahal,7,TV,No,3074,Flipkart,46,Mobile,69.7,No,ENG000824,League Match,111,29,Banner Ad,0.08,4.6,55,52,52,Laptop,No,Low,50.8,SOC000824,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04,PUR000824,Local Store,1100,1,1350,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0825,16,Male,Nagpur,Maharashtra,Tier 2,Working Professional,40131,5.86,Chennai Super Kings,Rohit Sharma,2,JioHotstar,Yes,915,Amazon,19,Mobile,,Yes,ENG000825,Playoffs,210,70,Video Ad,0.27,18.1,90,92,89,Smart TV,Yes,High,92.6,SOC000825,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29,PUR000825,Amazon,4350,6,5650,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0826,34,Male,Hyderabad,Telangana,Tier 1,Working Professional,57136,8.29,Chennai Super Kings,Ravindra Jadeja,6,JioHotstar,No,840,Brand Website,40,Mobile,,Yes,ENG000826,Rivalry Match,193,65,Short Reel,0.3,19.5,92,95,90,Mobile,Yes,High,94.8,SOC000826,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.1,PUR000826,Brand Website,6350,9,8250,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0827,38,Male,Hyderabad,Telangana,Tier 1,Business,53941,6.6,Kolkata Knight Riders,KL Rahul,3,TV,No,1305,Brand Website,34,Mobile,32.62,No,ENG000827,League Match,142,40,Influencer Promotion,0.14,7.9,64,66,63,Laptop,No,Medium,64.4,SOC000827,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23,PUR000827,Flipkart,2440,3,3140,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0828,25,Male,Hyderabad,Telangana,Tier 1,Working Professional,44595,7.71,Kolkata Knight Riders,KL Rahul,7,JioHotstar,No,1142,Amazon,43,Laptop,49.73,Yes,ENG000828,League Match,105,28,Banner Ad,0.07,4.4,54,52,49,Smart TV,No,Low,50.0,SOC000828,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.1,PUR000828,Amazon,3690,5,4890,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0829,39,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Business,36546,8.9,Royal Challengers Bengaluru,Virat Kohli,6,TV,No,1517,Amazon,37,Laptop,55.93,No,ENG000829,Finals,232,76,Short Reel,0.33,23.8,96,97,95,Mobile,Yes,High,98.3,SOC000829,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.3,PUR000829,Local Store,1310,1,1610,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0830,26,Male,Kolkata,West Bengal,Tier 1,Working Professional,60743,5.83,Kolkata Knight Riders,KL Rahul,4,JioHotstar,Yes,895,Brand Website,28,Mobile,48.43,No,ENG000830,Rivalry Match,175,56,Video Ad,0.21,13.8,84,87,83,Laptop,Yes,Medium,85.4,SOC000830,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR000830,Brand Website,5910,8,7710,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0831,44,Male,Jaipur,Rajasthan,Tier 2,Working Professional,30117,8.76,Chennai Super Kings,Pat Cummins,5,YouTube Highlights,No,1709,Amazon,35,Laptop,67.39,Yes,ENG000831,League Match,149,43,Influencer Promotion,0.16,9.5,69,67,67,Mobile,Yes,Medium,68.8,SOC000831,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27,PUR000831,Amazon,3320,4,4420,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0832,13,Male,Jaipur,Rajasthan,Tier 2,Student,10886,6.8,Lucknow Super Giants,Rishabh Pant,4,TV,No,271,Local Store,23,Mobile,45.8,Yes,ENG000832,League Match,113,31,Banner Ad,0.09,5.8,57,55,53,Smart TV,No,Low,53.9,SOC000832,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14,PUR000832,Flipkart,1870,2,2370,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0833,32,Male,Chennai,Tamil Nadu,Tier 1,Business,141133,4.53,Gujarat Titans,MS Dhoni,0,TV,No,875,Brand Website,19,Mobile,34.48,Yes,ENG000833,Playoffs,220,74,Short Reel,0.31,21.8,95,96,94,Mobile,Yes,High,97.0,SOC000833,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR000833,Brand Website,7320,10,9520,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0834,23,Female,Ranchi,Jharkhand,Tier 3,Coach,52541,6.89,Lucknow Super Giants,David Warner,4,TV,Yes,2301,Local Store,37,Mobile,70.89,Yes,ENG000834,League Match,97,23,Banner Ad,0.05,3.7,47,46,44,Laptop,No,Low,45.3,SOC000834,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07,PUR000834,Local Store,1140,1,1440,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0835,42,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Working Professional,27808,7.59,Royal Challengers Bengaluru,KL Rahul,6,JioHotstar,Yes,683,Local Store,46,Mobile,42.32,No,ENG000835,Finals,240,78,Short Reel,0.35,25.6,99,98,97,Mobile,Yes,High,99.7,SOC000835,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR000835,Amazon,4540,6,5840,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0836,44,Male,Delhi,Delhi,Tier 1,Business,72005,7.07,Rajasthan Royals,Jos Buttler,4,TV,Yes,921,Amazon,43,Laptop,60.41,Yes,ENG000836,Rivalry Match,184,61,Video Ad,0.24,15.8,88,90,87,Smart TV,Yes,High,90.7,SOC000836,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR000836,Brand Website,6600,9,8500,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0837,45,Female,Hyderabad,Telangana,Tier 1,Coach,26041,9.36,Rajasthan Royals,Ravindra Jadeja,5,JioHotstar,No,3470,Flipkart,23,Laptop,63.23,No,ENG000837,League Match,140,39,Influencer Promotion,0.13,7.5,63,65,62,Laptop,No,Medium,62.8,SOC000837,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22,PUR000837,Flipkart,2300,3,3000,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0838,22,Male,Mumbai,Maharashtra,Tier 1,Working Professional,80989,8.64,Rajasthan Royals,Yuzvendra Chahal,4,JioHotstar,Yes,1671,Flipkart,47,Mobile,98.51,Yes,ENG000838,League Match,120,34,Banner Ad,0.1,6.1,59,57,55,Smart TV,No,Low,56.2,SOC000838,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05,PUR000838,Amazon,3900,5,5100,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0839,29,Male,Ahmedabad,Gujarat,Tier 1,Student,6528,9.41,Rajasthan Royals,Rohit Sharma,6,TV,Yes,1361,Local Store,39,Mobile,79.23,Yes,ENG000839,Playoffs,213,71,Short Reel,0.29,20.1,92,94,91,Mobile,Yes,High,95.0,SOC000839,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.3,PUR000839,Local Store,1420,1,1720,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0840,42,Female,Hyderabad,Telangana,Tier 1,Working Professional,32523,7.11,Gujarat Titans,Shubman Gill,5,JioHotstar,No,952,Flipkart,29,Laptop,68.37,No,ENG000840,League Match,103,26,Banner Ad,0.06,4.3,50,48,46,Laptop,No,Low,47.6,SOC000840,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08,PUR000840,Brand Website,5750,8,7550,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0841,24,Male,Tiruchirappalli,Tamil Nadu,Tier 3,Working Professional,26256,7.01,Sunrisers Hyderabad,Jos Buttler,4,JioHotstar,Yes,995,Flipkart,35,Laptop,54.43,No,ENG000841,Rivalry Match,190,63,Video Ad,0.23,15.0,89,90,87,Smart TV,Yes,Medium,89.0,SOC000841,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25,PUR000841,Amazon,3480,5,4580,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0842,24,Male,Kolkata,West Bengal,Tier 1,Working Professional,34153,9.17,Lucknow Super Giants,Jos Buttler,6,JioHotstar,No,1222,Flipkart,40,Mobile,85.02,No,ENG000842,League Match,145,43,Influencer Promotion,0.15,8.8,66,68,65,Mobile,Yes,Medium,67.5,SOC000842,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR000842,Flipkart,1940,2,2440,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0843,46,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Working Professional,43660,8.19,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,1047,Flipkart,36,Mobile,55.84,Yes,ENG000843,Finals,237,77,Short Reel,0.34,25.1,98,97,96,Mobile,Yes,High,99.1,SOC000843,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR000843,Brand Website,6980,10,9180,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0844,14,Male,Bengaluru,Karnataka,Tier 1,Student,6331,6.28,Chennai Super Kings,Rohit Sharma,5,TV,No,1383,Flipkart,18,Mobile,69.85,No,ENG000844,League Match,109,30,Banner Ad,0.08,4.9,56,53,51,Laptop,No,Low,51.7,SOC000844,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR000844,Local Store,1110,1,1360,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0845,46,Female,Kochi,Kerala,Tier 2,Business,72607,5.17,Mumbai Indians,MS Dhoni,1,JioHotstar,No,361,Local Store,23,Laptop,45.29,No,ENG000845,Playoffs,207,68,Video Ad,0.25,17.6,88,91,87,Smart TV,Yes,High,91.6,SOC000845,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29,PUR000845,Amazon,4360,6,5660,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0846,27,Male,Bhopal,Madhya Pradesh,Tier 2,Working Professional,38924,2.41,Mumbai Indians,Rohit Sharma,0,JioHotstar,No,403,Local Store,2,Smart TV,21.32,No,ENG000846,Rivalry Match,196,66,Short Reel,0.31,20.4,93,95,92,Mobile,Yes,High,95.5,SOC000846,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR000846,Brand Website,6360,9,8260,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0847,18,Male,Chennai,Tamil Nadu,Tier 1,Working Professional,76694,7.27,Mumbai Indians,Jasprit Bumrah,5,JioHotstar,Yes,1312,Brand Website,39,Mobile,61.28,No,ENG000847,League Match,141,39,Influencer Promotion,0.14,7.7,64,65,63,Laptop,No,Medium,63.8,SOC000847,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR000847,Flipkart,2450,3,3150,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0848,27,Male,Kolkata,West Bengal,Tier 1,Working Professional,44214,6.17,Rajasthan Royals,Hardik Pandya,4,JioHotstar,Yes,784,Amazon,26,Mobile,73.56,No,ENG000848,League Match,115,32,Banner Ad,0.09,5.4,57,55,53,Smart TV,No,Low,54.2,SOC000848,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR000848,Amazon,3700,5,4900,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0849,39,Male,Delhi,Delhi,Tier 1,Business,64380,5.46,Lucknow Super Giants,AB de Villiers,3,TV,No,1257,Flipkart,13,Laptop,36.78,No,ENG000849,Finals,230,75,Short Reel,0.32,23.5,95,96,94,Mobile,Yes,High,97.8,SOC000849,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR000849,Local Store,1320,1,1620,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0850,19,Female,Ahmedabad,Gujarat,Tier 1,Student,10416,7.26,Royal Challengers Bengaluru,Pat Cummins,3,JioHotstar,Yes,1403,Flipkart,34,Mobile,52.66,Yes,ENG000850,Rivalry Match,176,57,Video Ad,0.2,13.2,84,86,82,Laptop,Yes,Medium,84.3,SOC000850,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR000850,Brand Website,5920,8,7720,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0851,24,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,33725,7.07,Punjab Kings,Rishabh Pant,7,JioHotstar,No,721,Local Store,29,Mobile,,No,ENG000851,League Match,152,45,Influencer Promotion,0.17,9.8,70,71,69,Mobile,Yes,Medium,70.9,SOC000851,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR000851,Amazon,3330,4,4430,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0852,37,Female,Coimbatore,Tamil Nadu,Tier 2,Coach,40581,8.44,Rajasthan Royals,Yuzvendra Chahal,5,TV,No,4770,Brand Website,35,Mobile,50.73,Yes,ENG000852,League Match,118,34,Banner Ad,0.1,6.0,59,56,55,Smart TV,No,Low,56.4,SOC000852,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR000852,Flipkart,1880,2,2380,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0853,31,Female,Surat,Gujarat,Tier 2,Coach,37737,7.9,Gujarat Titans,Shubman Gill,6,JioHotstar,Yes,3012,Brand Website,39,Mobile,72.82,No,ENG000853,Playoffs,222,74,Short Reel,0.32,22.0,95,96,94,Mobile,Yes,High,97.3,SOC000853,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR000853,Brand Website,7330,10,9530,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0854,26,Male,Kochi,Kerala,Tier 2,Working Professional,40744,6.76,Rajasthan Royals,Hardik Pandya,4,JioHotstar,No,1559,Flipkart,23,Laptop,39.92,No,ENG000854,League Match,101,24,Banner Ad,0.06,4.1,48,46,44,Laptop,No,Low,45.7,SOC000854,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR000854,Local Store,1150,1,1450,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0855,47,Male,Ahmedabad,Gujarat,Tier 1,Business,97126,8.95,Chennai Super Kings,Shubman Gill,4,TV,No,831,Flipkart,20,Mobile,69.28,Yes,ENG000855,Finals,242,79,Short Reel,0.35,26.2,99,98,97,Mobile,Yes,High,99.9,SOC000855,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR000855,Amazon,4550,6,5850,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0856,30,Male,Vadodara,Gujarat,Tier 2,Coach,45626,7.18,Punjab Kings,Ravindra Jadeja,6,TV,Yes,2941,Flipkart,39,Mobile,32.88,Yes,ENG000856,Rivalry Match,185,60,Video Ad,0.22,14.3,86,88,84,Smart TV,Yes,Medium,87.2,SOC000856,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR000856,Brand Website,6610,9,8510,Full Kits,7,Low,0.09,Credit Card,High,Yes
CUST0857,26,Male,Varanasi,Uttar Pradesh,Tier 3,Working Professional,22831,4.64,Kolkata Knight Riders,Rohit Sharma,3,TV,No,644,Amazon,11,Mobile,41.94,Yes,ENG000857,League Match,137,37,Influencer Promotion,0.13,7.1,61,63,60,Laptop,No,Medium,61.3,SOC000857,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR000857,Flipkart,2310,3,3010,Gloves,3,High,0.42,Debit Card,Medium,No
CUST0858,13,Female,Indore,Madhya Pradesh,Tier 2,Business,53749,6.68,Sunrisers Hyderabad,Suryakumar Yadav,5,YouTube Highlights,No,1052,Local Store,18,Smart TV,46.45,No,ENG000858,League Match,122,35,Banner Ad,0.11,6.2,60,58,56,Smart TV,No,Low,57.0,SOC000858,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR000858,Amazon,3910,5,5110,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST0859,24,Female,Vadodara,Gujarat,Tier 2,Athlete,24253,7.97,Sunrisers Hyderabad,AB de Villiers,5,TV,Yes,2115,Brand Website,37,Smart TV,56.87,Yes,ENG000859,Playoffs,216,72,Short Reel,0.3,20.2,92,94,91,Mobile,Yes,High,95.2,SOC000859,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29,PUR000859,Local Store,1430,1,1730,Accessories,1,High,0.55,Cash on Delivery,Low,No
CUST0860,47,Female,Surat,Gujarat,Tier 2,Working Professional,46585,9.21,Rajasthan Royals,AB de Villiers,6,TV,No,2381,Flipkart,38,Laptop,58.5,No,ENG000860,League Match,106,27,Banner Ad,0.07,4.5,52,50,48,Laptop,No,Low,48.9,SOC000860,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR000860,Brand Website,5760,8,7560,Full Kits,6,Low,0.1,Credit Card,High,Yes
CUST0861,22,Male,Delhi,Delhi,Tier 1,Working Professional,64347,4.96,Punjab Kings,Shubman Gill,3,JioHotstar,No,1141,Amazon,16,Mobile,59.1,Yes,ENG000861,Rivalry Match,189,62,Video Ad,0.24,15.2,88,90,87,Smart TV,Yes,High,90.4,SOC000861,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26,PUR000861,Amazon,3490,5,4590,Bats,4,Medium,0.24,UPI,Medium,Yes
CUST0862,42,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,44236,9.15,Sunrisers Hyderabad,Jasprit Bumrah,6,TV,No,1735,Flipkart,35,Laptop,64.36,No,ENG000862,League Match,146,42,Influencer Promotion,0.15,9.0,67,68,65,Mobile,Yes,Medium,67.9,SOC000862,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12,PUR000862,Flipkart,1950,2,2450,Jerseys,2,High,0.48,Debit Card,Low,No
CUST0863,29,Male,Kolkata,West Bengal,Tier 1,Working Professional,52119,7.08,Royal Challengers Bengaluru,Ravindra Jadeja,2,JioHotstar,No,773,Flipkart,25,Mobile,38.81,No,ENG000863,Finals,238,78,Short Reel,0.34,25.2,98,97,96,Mobile,Yes,High,99.2,SOC000863,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.3,PUR000863,Brand Website,6990,10,9190,Full Kits,8,Low,0.07,Credit Card,High,Yes
CUST0864,26,Male,Jaipur,Rajasthan,Tier 2,Athlete,39283,7.64,Lucknow Super Giants,KL Rahul,6,JioHotstar,Yes,1880,Flipkart,40,Mobile,40.21,No,ENG000864,League Match,112,30,Banner Ad,0.08,5.0,56,53,51,Laptop,No,Low,51.9,SOC000864,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04,PUR000864,Local Store,1120,1,1370,Accessories,1,Medium,0.29,Cash on Delivery,Low,No
CUST0865,26,Female,Chandigarh,Punjab,Tier 2,Athlete,17218,7.04,Punjab Kings,Suryakumar Yadav,4,YouTube Highlights,Yes,2120,Flipkart,38,Mobile,,No,ENG000865,Playoffs,209,69,Video Ad,0.26,17.8,89,91,88,Smart TV,Yes,High,92.2,SOC000865,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29,PUR000865,Amazon,4370,6,5670,Shoes,5,Medium,0.21,UPI,Medium,Yes
CUST0866,29,Female,Kolkata,West Bengal,Tier 1,Working Professional,47988,6.29,Royal Challengers Bengaluru,KL Rahul,3,TV,No,1048,Amazon,24,Mobile,,No,ENG000866,Rivalry Match,197,66,Short Reel,0.31,20.6,93,96,92,Mobile,Yes,High,95.9,SOC000866,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09,PUR000866,Brand Website,6370,9,8270,Full Kits,7,Low,0.1,Credit Card,High,Yes
CUST0867,30,Female,Raipur,Chhattisgarh,Tier 3,Athlete,32432,6.21,Kolkata Knight Riders,Jasprit Bumrah,2,JioHotstar,No,2121,Amazon,21,Mobile,36.13,Yes,ENG000867,League Match,139,38,Influencer Promotion,0.14,7.4,62,64,61,Laptop,No,Medium,62.5,SOC000867,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23,PUR000867,Flipkart,2460,3,3160,Gloves,3,High,0.43,Debit Card,Medium,No
CUST0868,27,Female,Agra,Uttar Pradesh,Tier 3,Working Professional,27570,4.92,Gujarat Titans,Hardik Pandya,5,TV,Yes,478,Amazon,27,Smart TV,33.55,No,ENG000868,League Match,117,33,Banner Ad,0.1,5.7,58,56,54,Smart TV,No,Low,55.4,SOC000868,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.1,PUR000868,Amazon,3710,5,4910,Bats,4,Medium,0.22,UPI,Medium,Yes
CUST0869,27,Female,Kolkata,West Bengal,Tier 1,Working Professional,68018,8.66,Kolkata Knight Riders,Jos Buttler,6,JioHotstar,No,903,Brand Website,33,Mobile,77.4,Yes,ENG000869,Finals,233,76,Short Reel,0.33,24.1,96,97,95,Mobile,Yes,High,98.4,SOC000869,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.3,PUR000869,Local Store,1330,1,1630,Accessories,1,High,0.52,Cash on Delivery,Low,No
CUST0870,29,Male,Jaipur,Rajasthan,Tier 2,Working Professional,40464,6.08,Chennai Super Kings,Hardik Pandya,5,JioHotstar,No,818,Flipkart,30,Mobile,,No,ENG000870,Rivalry Match,177,57,Video Ad,0.21,13.3,85,87,83,Laptop,Yes,Medium,84.8,SOC000870,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR000870,Brand Website,5930,8,7730,Full Kits,6,Low,0.08,Credit Card,High,Yes
CUST0871,33,Male,Tiruchirappalli,Tamil Nadu,Tier 3,Business,36018,5.59,Kolkata Knight Riders,Ravindra Jadeja,4,TV,No,753,Flipkart,6,Mobile,42.1,No,ENG000871,League Match,150,44,Influencer Promotion,0.16,9.4,68,70,67,Mobile,Yes,Medium,69.6,SOC000871,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27,PUR000871,Amazon,3340,4,4440,Shoes,4,Medium,0.25,UPI,Medium,Yes
CUST0872,55,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Working Professional,24063,6.84,Gujarat Titans,Hardik Pandya,5,TV,No,610,Flipkart,31,Laptop,,Yes,ENG000872,League Match,119,34,Banner Ad,0.1,5.9,59,57,55,Smart TV,No,Low,56.0,SOC000872,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14,PUR000872,Flipkart,1890,2,2390,Jerseys,2,High,0.46,Debit Card,Low,No
CUST0873,53,Female,Coimbatore,Tamil Nadu,Tier 2,Working Professional,36884,6.37,Chennai Super Kings,David Warner,7,TV,No,985,Brand Website,6,Mobile,56.96,No,ENG000873,Playoffs,221,73,Short Reel,0.31,21.6,94,95,93,Mobile,Yes,High,96.9,SOC000873,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR000873,Brand Website,7340,10,9540,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST0874,19,Female,Kolkata,West Bengal,Tier 1,Student,5711,6.28,Gujarat Titans,Rishabh Pant,2,JioHotstar,Yes,1093,Flipkart,27,Mobile,56.13,Yes,ENG000874,League Match,98,24,Banner Ad,0.05,3.7,46,45,43,Laptop,No,Low,44.6,SOC000874,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07,PUR000874,Local Store,1160,1,1460,Accessories,1,Medium,0.31,Cash on Delivery,Low,No
CUST0875,23,Female,Nagpur,Maharashtra,Tier 2,Working Professional,48901,6.82,Gujarat Titans,Rishabh Pant,4,TV,No,477,Local Store,19,Mobile,62.41,No,ENG000875,Finals,241,78,Short Reel,0.35,25.9,99,98,97,Mobile,Yes,High,99.8,SOC000875,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR000875,Amazon,4560,6,5860,Bats,5,Medium,0.2,UPI,Medium,Yes
CUST0876,40,Male,Hyderabad,Telangana,Tier 1,Athlete,29311,8.7,Punjab Kings,Rishabh Pant,7,TV,Yes,1160,Local Store,35,Mobile,43.73,No,ENG000876,Rivalry Match,186,61,Video Ad,0.23,14.6,87,89,85,Smart TV,Yes,Medium,87.7,SOC000876,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR000876,Brand Website,6620,9,8520,Full Kits,7,Low,0.09,Credit Card,High,Yes
