social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC000937,CUST0937,Instagram,41,87,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000938,CUST0938,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000939,CUST0939,Instagram,57,125,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000940,CUST0940,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000941,CUST0941,Instagram,46,98,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000942,CUST0942,YouTube,27,48,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000943,CUST0943,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000944,CUST0944,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000945,CUST0945,Instagram,55,122,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC000946,CUST0946,Twitter,18,30,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000947,CUST0947,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000948,CUST0948,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000949,CUST0949,Instagram,59,130,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000950,CUST0950,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000951,CUST0951,Instagram,50,109,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000952,CUST0952,YouTube,29,51,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000953,CUST0953,Instagram,62,136,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000954,CUST0954,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000955,CUST0955,Instagram,53,117,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000956,CUST0956,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000957,CUST0957,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000958,CUST0958,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000959,CUST0959,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC000960,CUST0960,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC000961,CUST0961,Instagram,47,100,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC000962,CUST0962,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC000963,CUST0963,Instagram,61,134,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC000964,CUST0964,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC000965,CUST0965,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC000966,CUST0966,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC000967,CUST0967,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC000968,CUST0968,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC000969,CUST0969,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC000970,CUST0970,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC000971,CUST0971,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC000972,CUST0972,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC000973,CUST0973,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC000974,CUST0974,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC000975,CUST0975,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC000976,CUST0976,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC000977,CUST0977,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC000978,CUST0978,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC000979,CUST0979,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC000980,CUST0980,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC000981,CUST0981,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC000982,CUST0982,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC000983,CUST0983,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC000984,CUST0984,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC000985,CUST0985,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC000986,CUST0986,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC000987,CUST0987,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC000988,CUST0988,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC000989,CUST0989,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC000990,CUST0990,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC000991,CUST0991,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC000992,CUST0992,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC000993,CUST0993,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC000994,CUST0994,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC000995,CUST0995,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC000996,CUST0996,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC000997,CUST0997,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC000998,CUST0998,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC000999,CUST0999,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001000,CUST1000,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001001,CUST1001,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001002,CUST1002,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001003,CUST1003,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001004,CUST1004,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001005,CUST1005,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001006,CUST1006,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001007,CUST1007,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001008,CUST1008,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001009,CUST1009,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001010,CUST1010,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001011,CUST1011,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001012,CUST1012,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001013,CUST1013,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001014,CUST1014,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001015,CUST1015,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001016,CUST1016,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001017,CUST1017,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001018,CUST1018,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001019,CUST1019,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001020,CUST1020,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001021,CUST1021,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001022,CUST1022,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001023,CUST1023,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001024,CUST1024,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001025,CUST1025,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001026,CUST1026,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001027,CUST1027,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001028,CUST1028,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001029,CUST1029,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001030,CUST1030,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001031,CUST1031,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001032,CUST1032,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001033,CUST1033,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001034,CUST1034,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001035,CUST1035,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001036,CUST1036,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001037,CUST1037,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001038,CUST1038,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001039,CUST1039,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001040,CUST1040,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001041,CUST1041,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC001042,CUST1042,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC001043,CUST1043,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC001044,CUST1044,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001045,CUST1045,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC001046,CUST1046,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC001047,CUST1047,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001048,CUST1048,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001049,CUST1049,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC001050,CUST1050,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001051,CUST1051,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001052,CUST1052,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001053,CUST1053,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001054,CUST1054,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001055,CUST1055,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001056,CUST1056,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001057,CUST1057,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001058,CUST1058,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001059,CUST1059,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001060,CUST1060,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001061,CUST1061,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001062,CUST1062,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001063,CUST1063,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001064,CUST1064,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001065,CUST1065,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001066,CUST1066,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001067,CUST1067,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001068,CUST1068,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001069,CUST1069,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001070,CUST1070,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001071,CUST1071,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001072,CUST1072,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001073,CUST1073,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001074,CUST1074,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001075,CUST1075,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001076,CUST1076,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001077,CUST1077,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001078,CUST1078,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001079,CUST1079,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001080,CUST1080,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001081,CUST1081,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001082,CUST1082,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001083,CUST1083,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001084,CUST1084,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001085,CUST1085,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001086,CUST1086,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001087,CUST1087,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001088,CUST1088,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001089,CUST1089,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001090,CUST1090,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001091,CUST1091,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001092,CUST1092,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001093,CUST1093,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001094,CUST1094,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001095,CUST1095,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001096,CUST1096,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001097,CUST1097,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001098,CUST1098,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001099,CUST1099,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001100,CUST1100,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001101,CUST1101,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001102,CUST1102,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001103,CUST1103,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001104,CUST1104,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001105,CUST1105,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001106,CUST1106,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001107,CUST1107,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001108,CUST1108,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001109,CUST1109,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001110,CUST1110,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001111,CUST1111,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001112,CUST1112,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001113,CUST1113,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001114,CUST1114,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001115,CUST1115,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001116,CUST1116,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001117,CUST1117,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001118,CUST1118,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001119,CUST1119,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001120,CUST1120,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001121,CUST1121,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC001122,CUST1122,YouTube,26,44,11,Match Analysis,Medium,No,4.2,Long Video,10,0.12
SOC001123,CUST1123,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC001124,CUST1124,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001125,CUST1125,Instagram,56,121,38,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC001126,CUST1126,Twitter,19,31,7,Match Highlights,Medium,No,3.6,Carousel Post,8,0.09
SOC001127,CUST1127,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001128,CUST1128,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001129,CUST1129,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC001130,CUST1130,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001131,CUST1131,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001132,CUST1132,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001133,CUST1133,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001134,CUST1134,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001135,CUST1135,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001136,CUST1136,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001137,CUST1137,Instagram,41,85,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001138,CUST1138,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001139,CUST1139,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001140,CUST1140,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001141,CUST1141,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001142,CUST1142,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001143,CUST1143,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001144,CUST1144,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001145,CUST1145,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001146,CUST1146,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001147,CUST1147,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001148,CUST1148,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001149,CUST1149,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001150,CUST1150,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001151,CUST1151,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001152,CUST1152,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001153,CUST1153,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001154,CUST1154,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001155,CUST1155,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001156,CUST1156,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001157,CUST1157,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001158,CUST1158,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001159,CUST1159,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001160,CUST1160,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001161,CUST1161,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC001162,CUST1162,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC001163,CUST1163,Instagram,61,133,42,Memes,High,Yes,8.1,Short Video,31,0.30
SOC001164,CUST1164,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC001165,CUST1165,Instagram,55,119,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC001166,CUST1166,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC001167,CUST1167,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC001168,CUST1168,YouTube,24,40,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC001169,CUST1169,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC001170,CUST1170,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC001171,CUST1171,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC001172,CUST1172,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC001173,CUST1173,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC001174,CUST1174,Twitter,14,23,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC001175,CUST1175,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC001176,CUST1176,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC001177,CUST1177,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC001178,CUST1178,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC001179,CUST1179,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC001180,CUST1180,Twitter,16,26,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC001181,CUST1181,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC001182,CUST1182,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC001183,CUST1183,Instagram,60,129,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC001184,CUST1184,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001185,CUST1185,Instagram,55,121,37,Short Reels,High,Yes,7.3,Short Video,28,0.29
SOC001186,CUST1186,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC001187,CUST1187,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC001188,CUST1188,YouTube,25,42,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC001189,CUST1189,Instagram,59,127,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001190,CUST1190,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC001191,CUST1191,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC001192,CUST1192,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC001193,CUST1193,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC001194,CUST1194,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC001195,CUST1195,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC001196,CUST1196,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC001197,CUST1197,Instagram,42,87,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC001198,CUST1198,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC001199,CUST1199,Instagram,56,121,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC001200,CUST1200,Twitter,17,27,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC001201,CUST1201,Instagram,48,101,31,Short Reels,High,Yes,6.5,Short Video,23,0.26
SOC001202,CUST1202,YouTube,27,45,11,Match Analysis,Medium,No,4.3,Long Video,10,0.12
SOC001203,CUST1203,Instagram,62,134,43,Memes,High,Yes,8.1,Short Video,32,0.30
SOC001204,CUST1204,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC001205,CUST1205,Instagram,57,123,39,Short Reels,High,Yes,7.5,Short Video,29,0.29
SOC001206,CUST1206,Twitter,20,32,8,Match Highlights,Medium,No,3.7,Carousel Post,8,0.10
SOC001207,CUST1207,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,21,0.24
SOC001208,CUST1208,YouTube,25,40,9,Tutorials,Medium,No,4.0,Long Video,9,0.10
SOC001209,CUST1209,Instagram,59,128,41,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC001210,CUST1210,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
